customer_id,industry_code,industry,industry_group,employee_count,sales,abm_num_debit,abm_avg_debit,abm_num_credit,abm_avg_credit,card_num_debit,card_avg_debit,card_num_credit,card_avg_credit,cheque_num_debit,cheque_avg_debit,cheque_num_credit,cheque_avg_credit,wire_num_debit,wire_avg_debit,wire_num_credit,wire_avg_credit,eft_num_debit,eft_avg_debit,eft_num_credit,eft_avg_credit,emt_num_debit,emt_avg_debit,emt_num_credit,emt_avg_credit,cash_percent,debit_percent
SYNCID0000009296,9712,Beauty Shops,Personal and Household Services,2,117692,0,,3,456.13,83,173.766385542169,2,68.855,23,2157.26043478261,16,2212.968125,,,,,1,293.24,3,10472.2933333333,,,,,0.0,48.4933174062972
SYNCID0000009297,7292,"Estate, Trust and Agency Funds",Investment Companies,0,0,,,,,,,,,1,107.31,0,,,,,,,,,,,,,,0.0,100.0
SYNCID0000009298,8653,"Offices of Dentists, General Practice",Healthcare Providers,1,0,,,,,,,,,86,1622.62465116279,19,11473.6963157895,,,,,42,4124.13952380952,64,1314.0703125,,,,,0.0,50.8667700473299
SYNCID0000009299,0929,Other Service Industries Incidental to Mining,Services for Mining and Petroleum,2,176523,,,,,,,,,8,2638.39,6,815.171666666667,,,,,,,,,,,,,0.0,81.1870075370747
SYNCID0000009300,9659,Other Sports and Recreation Clubs,Entertainment and Recreation,3,97440,,,,,24,411.32875,0,,,,,,,,,,,,,,,,,,0.0,100.0
SYNCID0000009301,4274,Finish Carpentry,Construction Trades and Finishing,1,0,,,,,11,290.121818181818,1,28993.55,3,1022.56666666667,1,51.31,,,,,3,98.2866666666666,9,1660.22888888889,2,4119.235,3,35.32,0.0,25.1206711358108
SYNCID0000009302,4561,General Freight Trucking Industry,Trucking and Freight,1,133113,,,,,368,224.99089673913,8,1327.785,5,4329.396,4,991.7375,,,,,,,,,,,,,0.0,87.7435272915395
SYNCID0000009303,9642,Professional Athletes and Promoters on Own Account,Entertainment and Recreation,1,0,,,,,,,,,58,4826.92103448276,10,9435.724,,,,,,,,,0,,1,1121.63,0.0,74.5688269098663
SYNCID0000009304,4272,Drywall Work,Construction Trades and Finishing,2,0,,,,,19,92.0684210526316,0,,18,1111.99111111111,18,3334.14111111111,,,,,,,,,,,,,0.0,26.61436190506
SYNCID0000009305,other,,,0,0,,,,,,,,,168,2227.18577380952,39,2026.73230769231,,,,,,,,,0,,2,386.47,0.0,82.4188238358241
SYNCID0000009306,4561,General Freight Trucking Industry,Trucking and Freight,1,0,,,,,44,237.4375,1,170.09,9,2459.96777777778,15,1553.82466666667,,,,,26,13544.1823076923,19,15778.1268421053,,,,,0.0,54.3413870756647
SYNCID0000009307,4113,Gas and Oil Pipelines,"Gas, Oil, and Energy Construction",1,293133,1,235.35,2,1176.93,127,245.122440944882,6,634.64,13,1373.36461538462,16,1302.599375,,,,,2,29173.655,0,,,,,,0.249973545413904,79.9336837030238
SYNCID0000009308,other,,,0,0,,,,,35,230.212571428571,1,1447.95,2,625.305,0,,2,1827.155,0,,22,1778.26227272727,12,3064.11916666667,1,1362.54,1,516.61,0.0,57.9803507590421
SYNCID0000009309,7771,Management Consulting Services,Management Consulting,1,158650,2,793.83,1,20244.79,150,297.646466666667,6,1273.22666666667,,,,,,,,,290,3601.65386206897,620,1929.74330645161,,,,,0.0685802627320466,47.1142875871327
SYNCID0000009311,other,,,25,108178,,,,,118,162.272033898305,2,2054.48,11,6059.24636363636,10,4943.636,,,,,6,1283.58333333333,6,4855.235,4,1300.3925,0,,0.0,54.4178477393352
SYNCID0000009312,7771,Management Consulting Services,Management Consulting,1,142618,,,,,,,,,,,,,,,,,1,1.5,0,,,,,,0.0,100.0
SYNCID0000009313,9639,Other Theatrical and Staged Entertainment Services,Entertainment and Recreation,2,133505,,,,,,,,,1,208.86,0,,,,,,28,8589.63714285714,75,1731.3168,2,1639.045,4,203.795,0.0,65.1247303126752
SYNCID0000009314,other,,,3,499331,,,,,3,112.72,0,,1,2604.79,0,,,,,,1,476.0,2,8233.805,7,1214.26857142857,1,3665.57,0.0,37.1859050337249
SYNCID0000009315,9712,Beauty Shops,Personal and Household Services,1,0,,,,,22,308.510909090909,1,75.67,82,5192.72768292683,162,9490.07339506173,,,,,5,3047.146,8,733.55,76,1288.63934210526,15,2159.16666666667,0.0,25.7255080869727
SYNCID0000009316,7771,Management Consulting Services,Management Consulting,2,96391,,,,,78,194.359615384615,1,34.48,,,,,,,,,,,,,,,,,0.0,99.7730762320388
SYNCID0000009317,7731,Offices of Chartered and Certified Accountants,Management Consulting,2,458830,,,,,2,29.2,0,,,,,,,,,,,,,,2,204.39,3,1956.62333333333,0.0,7.37219999842198
SYNCID0000009319,other,,,0,0,,,,,,,,,20,1452.7165,2,1895.605,,,,,,,,,,,,,0.0,88.4574587600021
SYNCID0000009321,4275,Painting and Decorating Work,Construction Trades and Finishing,2,0,,,,,27,175.876666666667,0,,,,,,,,,,8,3055.7125,4,3907.3175,1,104.96,1,220.41,0.0,64.8947341259532
SYNCID0000009322,other,,,1,107227,,,,,3,117.163333333333,0,,0,,2,1161.345,,,,,2,769.575,2,950.23,1,429.26,1,280.04,0.0,34.0007240121411
SYNCID0000009323,9712,Beauty Shops,Personal and Household Services,,18781938,,,,,,,,,,,,,,,,,1,67.94,2,2525.84,,,,,0.0,1.32705161711221
SYNCID0000009324,6599,Other Retail Stores n.e.c.,Specialty Stores,,217086,,,,,1,50.34,0,,,,,,,,,,11,7656.12636363636,12,3100.02416666667,39,1065.91358974359,16,1751.71,0.0,65.8611963477962
SYNCID0000009326,6031,Pharmacies,Grocery Stores,2,136409,,,,,9,1653.10333333333,1,1175.07,3,3631.75666666667,4,4785.4125,,,,,3,1744.57,0,,,,,,0.0,60.4144913366416
SYNCID0000009327,other,,,,189314,,,,,3,100.443333333333,0,,1,772.64,1,486.03,,,,,18,2816.22444444444,15,14144.524,,,,,0.0,19.5771989929654
SYNCID0000009328,6599,Other Retail Stores n.e.c.,Specialty Stores,0,0,2,210.21,0,,331,202.276435045317,8,3271.15125,21,2041.84714285714,47,1766.1370212766,,,,,,,,,,,,,0.19159609454225,50.2449661022294
SYNCID0000009329,4261,Electrical Work,Construction Trades and Finishing,6,476637,,,,,10,78.641,0,,21,3314.1019047619,25,3995.6936,,,,,48,2848.83625,82,72096.7090243902,0,,1,62.54,0.0,3.33054027968698
SYNCID0000009330,5919,"Other Waste Materials, Wholesale",General Merchandise Wholesale,1,1,4,1037.8275,0,,5,40.132,0,,,,,,,,,,6,1563.56833333333,3,163.856666666667,0,,1,43.1,29.0951461482123,96.2526764344111
SYNCID0000009331,9211,"Restaurants, Licensed",Restaurants and Bars,,691990,,,,,,,,,2,1215.305,1,2365.0,,,,,1,2034.02,3,188.046666666667,,,,,0.0,60.3836743636873
SYNCID0000009332,8651,"Offices of Physicians, General Practice",Healthcare Providers,0,0,,,,,,,,,,,,,1,6522.83,0,,,,,,,,,,0.0,100.0
SYNCID0000009333,9214,Caterers,Restaurants and Bars,,185996,,,,,,,,,2,3510.39,1,447.61,,,,,12,944.231666666667,16,2132.63625,2,3505.235,0,,0.0,42.3181375102575
SYNCID0000009334,4022,Commercial Building,Residential and Commercial Building Construction,1,0,,,,,27,301.467777777778,3,5934.13333333333,32,2438.7084375,8,2801.66,,,,,6,4539.57166666667,8,798.44125,,,,,0.0,70.8764412512669
SYNCID0000009335,9712,Beauty Shops,Personal and Household Services,1,0,0,,1,325.08,30,112.162666666667,1,19.53,,,,,,,,,4,7803.06,1,87.31,9,1660.80888888889,6,224.643333333333,0.633632581204884,96.5309259401476
SYNCID0000009336,4013,Residential Renovation,Residential and Commercial Building Construction,3,,,,,,,,,,99,3381.04808080808,29,1493.81655172414,,,,,,,,,5,1263.744,1,23.93,0.0,88.7237081765675
SYNCID0000009338,7749,Other Advertising Services,Management Consulting,1,279849,,,,,45,133.892888888889,0,,6,22036.58,2,1377.245,,,,,10,2620.731,12,1513.5325,,,,,0.0,88.7160760829017
SYNCID0000009339,0141,Field Crop Combination Farms,Agriculture and Farming,1,136301,,,,,355,246.542563380282,9,2456.62,2,407.145,2,211.12,,,,,,,,,,,,,0.0,79.6770270280021
SYNCID0000009340,7759,Other Scientific and Technical Services,Management Consulting,,75618,,,,,,,,,,,,,,,,,,,,,1,1145.41,2,299.3,0.0,65.6768023119133
SYNCID0000009341,0412,Contract Logging Industry,Logging Industry,2,67528,,,,,53,268.708113207547,1,1982.89,1,4594.23,3,4819.21666666667,,,,,18,1421.78555555556,17,3249.55882352941,17,1122.97352941176,20,481.306,0.0,43.8579701757144
SYNCID0000009342,8651,"Offices of Physicians, General Practice",Healthcare Providers,2,181293,,,,,,,,,,,,,,,,,7,19498.11,2,17725.02,4,812.215,0,,0.0,79.7643037812396
SYNCID0000009343,,,,,,,,,,,,,,3,1482.71666666667,1,19054.65,,,,,3,280.913333333333,6,715.666666666667,2,1083.665,7,108.092857142857,0.0,23.6292403382132
SYNCID0000009344,4278,Resilient Flooring and Carpet Work,Construction Trades and Finishing,0,0,12,333.544166666667,6,4332.22833333333,70,290.774,0,,0,,1,26868.33,,,,,,,,,,,,,9.65164913393063,31.5426204709473
SYNCID0000009345,6031,Pharmacies,Grocery Stores,1,0,,,,,3,91.6033333333333,0,,,,,,,,,,,,,,1,623.49,0,,0.0,100.0
SYNCID0000009346,7722,Computer Equipment Maintenance and Repair,Management Consulting,2,0,,,,,,,,,,,,,,,,,107,24242.6059813084,109,1779.30559633028,,,,,0.0,93.0433627150929
SYNCID0000009347,0151,Fruit Farms,Agriculture and Farming,30,30644731,,,,,33,530.336363636364,0,,1,59.8,1,570.8,0,,4,385.0975,3,1324.74,1,2300.53,,,,,0.0,82.9970817255589
SYNCID0000009348,8661,Offices of Chiropractors and Osteopaths,Healthcare Providers,4,350195,,,,,63,226.204285714286,3,1951.65,2,1223.03,3,610.713333333333,,,,,27,9479.78111111111,72,2255.02069444444,22,1210.70636363636,13,190.985384615385,0.0,63.4326354052448
SYNCID0000009349,7799,Other Business Services n.e.c.,Management Consulting,1,0,,,,,,,,,0,,1,185.05,,,,,17,5873.72588235294,7,1665.01142857143,2,454.52,5,411.674,0.0,87.8786034085906
SYNCID0000009350,7599,Other Real Estate Operators,Real Estate Operators,10,1799773,,,,,2,59.93,0,,,,,,,,,,10,2823.92,18,1574.04388888889,,,,,0.0,50.0231691151374
SYNCID0000009351,7215,Holding Companies,Investment Companies,3,956992,,,,,,,,,18,24496.4555555556,23,7455.90652173913,,,,,,,,,,,,,0.0,71.9987466159979
SYNCID0000009352,7215,Holding Companies,Investment Companies,2,0,9,254.04,3,872.153333333333,300,248.483633333333,5,6000.424,14,626.620714285714,13,20243.3607692308,,,,,,,,,,,,,1.2855256169196,22.4455139867202
SYNCID0000009353,,,,1,0,1,314.39,3,1934.4,1,22.27,0,,8,1458.68875,4,978.5575,,,,,5,1433.966,2,67497.265,10,460.444,4,1134.83,0.181695009446823,13.7433991871548
SYNCID0000009354,4272,Drywall Work,Construction Trades and Finishing,1,335976,,,,,,,,,0,,2,864.6,,,,,247,2625.32044534413,209,8757.20066985646,,,,,0.0,26.1427245585698
SYNCID0000009355,9861,Civic and Fraternal Organizations,Professional and Civic Organizations,0,0,,,,,,,,,,,,,,,,,4,5146.2125,11,2136.10636363636,,,,,0.0,46.6967031002663
SYNCID0000009356,other,,,0,0,,,,,,,,,69,1787.35898550725,24,1314.09916666667,,,,,1,8263.31,5,1059.774,62,1399.92451612903,30,809.514333333333,0.0,78.1321308059116
SYNCID0000009357,4299,Other Trade Work n.e.c.,Construction Trades and Finishing,1,0,,,,,16,251.44625,1,381.32,4,2243.5325,1,833.06,,,,,18,3429.02555555556,12,1583.63583333333,1,2412.63,2,42.3,0.0,79.1629124533009
SYNCID0000009358,other,,,15,212120,,,,,,,,,23,1759.37043478261,19,16820.0310526316,,,,,3,1306.15666666667,0,,2,572.63,5,370.168,0.0,12.4071194766698
SYNCID0000009359,7215,Holding Companies,Investment Companies,1,0,,,,,3,60.0333333333333,0,,0,,1,105.14,1,1827.65,0,,333,4634.9287987988,118,12230.0494067797,10,1590.361,10,2017.264,0.0,51.6186215988802
SYNCID0000009360,7512,Operators of Non-Residential Buildings,Real Estate Operators,2,90868,,,,,48,258.009583333333,0,,2,31899.82,1,140.55,,,,,10,4128.229,8,12313.45125,8,591.79625,22,353.376818181818,0.0,53.4507235726416
SYNCID0000009361,9799,Other Personal and Household Services n.e.c.,Personal and Household Services,0,0,,,,,,,,,1,6147.63,2,2517.03,,,,,,,,,,,,,0.0,54.97943513011
SYNCID0000009362,4011,Single Family Housing,Residential and Commercial Building Construction,1,0,1,273.59,0,,298,197.407382550336,9,550.82,25,4004.2892,22,7292.99545454545,,,,,17,15780.0547058824,17,2541.13647058824,80,1645.099375,91,1083.44021978022,0.0315824313810814,64.5382292754998
SYNCID0000009363,7215,Holding Companies,Investment Companies,1,0,,,,,,,,,10,3607.219,13,3301.15153846154,,,,,,,,,,,,,0.0,45.6684225638699
SYNCID0000009364,9211,"Restaurants, Licensed",Restaurants and Bars,5,268432,,,,,13,150.704615384615,2,634.075,6,1305.03166666667,2,1114.055,,,,,13,726.914615384615,32,1843.2534375,0,,1,429.12,0.0,23.42000904944
SYNCID0000009365,8351,Executive and Legislative Administration,,0,0,0,,1,1133.4,34,277.867647058824,2,4865.49,,,,,,,,,,,,,,,,,5.57998570294823,46.5121889258897
SYNCID0000009366,4561,General Freight Trucking Industry,Trucking and Freight,1,0,2,572.66,3,4161.01666666667,13,382.678461538462,1,91.8,2,4817.435,4,3162.21,,,,,37,17525.7594594595,43,15146.5688372093,,,,,0.0854248328076587,49.5406233596209
SYNCID0000009367,7292,"Estate, Trust and Agency Funds",Investment Companies,0,0,,,,,394,243.109010152284,13,4472.93769230769,,,,,,,,,,,,,,,,,0.0,62.2250348430494
SYNCID0000009368,other,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNCID0000009369,7721,Computer Services,Management Consulting,,,,,,,437,713.884874141876,14,1404.05714285714,4,2974.2275,1,1108.32,,,,,1,344.46,5,1551.562,1,128.99,0,,0.0,91.9166664446718
SYNCID0000009370,9211,"Restaurants, Licensed",Restaurants and Bars,2,0,3,524.276666666667,0,,51,243.7,1,31.91,24,1615.73958333333,26,2178.29576923077,,,,,0,,3,1925.27,,,,,1.36503495969414,45.8063251257196
SYNCID0000009371,other,,,1,0,,,,,6,52.7266666666667,0,,,,,,,,,,7,3215.42571428571,1,1754.08,1,873.29,3,573.593333333333,0.0,87.2118455099257
SYNCID0000009372,7752,Offices of Engineers,Management Consulting,1,0,,,,,1,0.0,0,,,,,,,,,,,,,,,,,,,
SYNCID0000009373,7511,Operators of Residential Buildings and Dwellings,Real Estate Operators,1,0,,,,,,,,,,,,,,,,,7,916.377142857143,10,5035.289,2,443.035,0,,0.0,12.6630600691024
SYNCID0000009374,7761,Offices of Lawyers and Notaries,Management Consulting,0,276645,3,1567.28666666667,7,6356.78714285714,12,531.175,1,1454.61,13,3446.82846153846,19,8425.77368421053,,,,,3,321.483333333333,3,137.216666666667,16,1755.625,3,5846.02333333333,4.74832674458532,27.494572245842
SYNCID0000009375,4561,General Freight Trucking Industry,Trucking and Freight,0,3390377,,,,,1,0.0,0,,,,,,,,,,,,,,,,,,,
SYNCID0000009376,0115,Sheep and Goat Farms,Agriculture and Farming,3,1325384,2,640.7,2,4261.605,1,156.31,0,,3,858.6,8,460.01625,,,,,1,161.42,2,6462.53,1,158.68,1,223.7,4.31655500239004,14.5983033587541
SYNCID0000009377,5231,"Drugs, Wholesale",Food and Beverage Wholesale,1,0,,,,,,,,,,,,,,,,,907,9457.54511576626,305,9202.31845901639,,,,,0.0,75.3466758508637
SYNCID0000009378,9953,Janitorial Services,Miscellaneous Services,20,5751633,,,,,,,,,0,,2,263.64,,,,,6,342.768333333333,3,3088.00666666667,,,,,0.0,17.3584201770608
SYNCID0000009379,other,,,,1860578,,,,,1,379.39,0,,2,619.57,0,,,,,,16,5289.4725,17,12424.4194117647,4,555.9475,2,127.395,0.0,29.4968190707726
SYNCID0000009380,9811,Religious Organizations,Professional and Civic Organizations,4,473492,,,,,26,147.139230769231,1,783.4,3,4928.71666666667,2,155.94,,,,,1,2.17,0,,11,521.551818181818,1,86.45,0.0,95.3717070709998
SYNCID0000009381,other,,,0,0,,,,,,,,,6,12600.91,0,,,,,,18,3445.31666666667,15,4648.99933333333,,,,,0.0,66.369461431455
SYNCID0000009382,other,,,1,0,0,,1,207.95,15,184.934666666667,1,12963.61,,,,,,,,,,,,,,,,,0.0,17.3967958518912
SYNCID0000009383,0311,Salt Water Fishing Industry,Fishing Industry,,1678914,,,,,10,126.653,1,175.64,22,4561.845,32,11305.366875,,,,,12,1472.13166666667,12,1703.5575,16,681.505625,5,3011.98,0.0,24.6749908973193
SYNCID0000009384,6331,Gasoline Service Stations,Automotive Dealerships and Repair,,51686,1,1063.26,1,62.26,132,288.706287878788,2,589.675,6,1467.67166666667,5,7936.936,,,,,,,,,,,,,1.26598324657575,53.9661689845578
SYNCID0000009385,4561,General Freight Trucking Industry,Trucking and Freight,2,0,,,,,,,,,19,1891.49736842105,11,4960.05909090909,,,,,,,,,10,716.166,17,898.090588235294,0.0,38.1659070401308
SYNCID0000009386,0112,,,1,0,,,,,,,,,6,4677.34666666667,0,,,,,,,,,,0,,5,192.706,0.0,96.6806430153912
SYNCID0000009387,7511,Operators of Residential Buildings and Dwellings,Real Estate Operators,1,0,,,,,89,200.731123595506,4,738.2175,,,,,,,,,4,578.43,10,720.588,6,1078.32666666667,7,365.821428571429,0.0,67.6909692455215
SYNCID0000009388,9831,Professional Health and Social Service Membership Associations,Professional and Civic Organizations,0,0,,,,,,,,,38,4989.39657894737,38,3346.43868421053,,,,,21,13271.7033333333,14,16008.5371428571,,,,,0.0,57.1388788326726
SYNCID0000009389,8652,"Offices of Physicians and Surgeons, Specialists",Healthcare Providers,15,,,,,,15,171.086666666667,0,,1,260.1,2,521.21,,,,,0,,2,2779.89,,,,,0.0,29.9768788579429
SYNCID0000009390,4561,General Freight Trucking Industry,Trucking and Freight,0,128135,,,,,,,,,4,1153.8425,1,1511.13,,,,,18,28626.7916666667,25,8843.6368,,,,,0.0,70.0199126014426
SYNCID0000009391,other,,,,0,,,,,102,222.085,2,103.9,1,2314.81,1,45409.21,,,,,91,3318.69450549451,239,1243.36192468619,10,1457.663,0,,0.0,49.909750592196
SYNCID0000009392,8654,"Offices of Dentists, Specialists",Healthcare Providers,1,0,,,,,,,,,0,,1,17432.2,,,,,199,4835.37648241206,76,16396.8089473684,,,,,0.0,43.2306192711248
SYNCID0000009394,8652,"Offices of Physicians and Surgeons, Specialists",Healthcare Providers,1,139911,,,,,4,62.605,1,22.0,3,228.576666666667,2,215.81,,,,,2,4008.175,1,287.25,,,,,0.0,92.3569408781466
SYNCID0000009395,9799,Other Personal and Household Services n.e.c.,Personal and Household Services,0,,,,,,,,,,1,105.64,0,,,,,,,,,,,,,,0.0,100.0
SYNCID0000009396,9811,Religious Organizations,Professional and Civic Organizations,0,0,,,,,4,781.2825,0,,1,492.0,0,,,,,,3,2199.62666666667,3,67.51,0,,1,275.3,0.0,95.5317266762922
SYNCID0000009397,9959,Other Services to Buildings and Dwellings,Miscellaneous Services,8,3600967,,,,,,,,,,,,,1,296408.61,3,508955.066666667,2,3562.025,2,4898.5,,,,,0.0,16.494593404092
SYNCID0000009398,4561,General Freight Trucking Industry,Trucking and Freight,2,0,,,,,126,246.270476190476,5,2798.022,,,,,,,,,,,,,,,,,0.0,68.9248090689977
SYNCID0000009399,9712,Beauty Shops,Personal and Household Services,1,54403,,,,,73,195.398219178082,2,189.14,28,3786.53785714286,16,7706.221875,,,,,,,,,,,,,0.0,49.3050846318258
SYNCID0000009400,7771,Management Consulting Services,Management Consulting,4,0,,,,,,,,,,,,,,,,,5,8750.714,1,3029.51,,,,,0.0,93.5243468365058
SYNCID0000009401,4013,Residential Renovation,Residential and Commercial Building Construction,1,28931,,,,,30,114.758,0,,,,,,,,,,6,363.316666666667,24,5660.51458333333,,,,,0.0,3.9742996270931
SYNCID0000009402,7721,Computer Services,Management Consulting,1,175892,,,,,,,,,,,,,,,,,5,2973.502,2,922.09,1,21.06,2,607.03,0.0,82.9594228723656
SYNCID0000009403,other,,,0,0,1,164.82,3,868.65,9,94.5966666666667,0,,15,1359.06266666667,17,1051.31117647059,,,,,3,1830.92,2,4817.39,,,,,2.50323156909278,47.1774706352154
SYNCID0000009404,6011,Food (Groceries) Stores,Grocery Stores,,0,,,,,,,,,,,,,,,,,,,,,8,1191.8,2,483.765,0.0,90.7871219861492
SYNCID0000009405,7215,Holding Companies,Investment Companies,,0,0,,1,2046.27,6,559.111666666667,0,,7,4480.63714285714,11,59048.1636363636,,,,,16,1398.790625,5,1066.25,1,286.31,0,,0.0,8.03396604204986
SYNCID0000009408,5529,"Other Motor Vehicle Parts and Accessories, Wholesale",Automotive Parts Wholesale,1,0,4,609.9225,3,7506.01666666667,1,57.2,0,,1,9276.23,5,985.788,,,,,8,1925.59375,10,3968.395,3,1182.95333333333,1,542.65,3.01160605981769,31.2262500772355
SYNCID0000009409,9611,Motion Picture and Video Production,Entertainment and Recreation,35,2218590,,,,,27,830.177037037037,0,,1,2831.52,1,17779.05,,,,,211,3211.41165876777,263,2747.54703422053,10,1608.941,2,583.9,0.0,49.2260108555365
SYNCID0000009410,4013,Residential Renovation,Residential and Commercial Building Construction,1,0,1,1061.85,0,,29,120.583793103448,0,,5,8128.694,8,6520.425,,,,,1,2637.92,2,2661.405,10,1145.297,8,571.855,0.875000690128623,48.8595737815068
SYNCID0000009411,7611,Insurance and Real Estate Agencies,Legal and Accounting Services,0,0,,,,,88,228.633295454545,1,15.53,,,,,,,,,,,,,,,,,0.0,99.9228716192391
SYNCID0000009412,other,,,1,13009,,,,,,,,,12,754.568333333333,6,698.885,,,,,2,875.39,2,7719.555,,,,,0.0,35.5003380640396
SYNCID0000009413,9699,Other Amusement and Recreational Services n.e.c.,Entertainment and Recreation,0,0,,,,,,,,,1,334.67,0,,,,,,,,,,,,,,0.0,100.0
SYNCID0000009414,other,,,1,0,,,,,,,,,,,,,,,,,1,99.16,1,9.35,,,,,0.0,91.3832826467607
SYNCID0000009415,other,,,2,386337,,,,,2,92.46,0,,2,2843.115,1,1519.25,,,,,1,10.05,1,685.31,23,1026.77608695652,7,1284.02142857143,0.0,72.4925632394981
SYNCID0000009416,9942,Welding,Miscellaneous Services,1,0,,,,,,,,,,,,,,,,,35,5612.14057142857,32,1822.2528125,,,,,0.0,77.1089053765686
SYNCID0000009417,4275,Painting and Decorating Work,Construction Trades and Finishing,2,,,,,,,,,,24,3329.49291666667,2,657.055,,,,,10,1859.884,7,1055.44714285714,,,,,0.0,91.8829134630694
SYNCID0000009418,7771,Management Consulting Services,Management Consulting,1,0,,,,,,,,,,,,,,,,,53,8405.4379245283,70,2534.03071428571,24,1354.19875,15,1123.00466666667,0.0,71.1064356973248
SYNCID0000009420,7611,Insurance and Real Estate Agencies,Legal and Accounting Services,1,209879,,,,,3,87.86,0,,,,,,,,,,3,31856.4833333333,0,,13,1143.80615384615,18,1479.54444444444,0.0,80.6080505301261
SYNCID0000009421,9953,Janitorial Services,Miscellaneous Services,1,48593,,,,,16,51.6475,0,,,,,,,,,,,,,,,,,,0.0,100.0
SYNCID0000009422,8599,Other Educational Services,Educational Institutions,0,0,,,,,,,,,11,1741.68,4,486.4575,,,,,2,1677.995,7,2285.80714285714,,,,,0.0,55.6449366611511
SYNCID0000009423,6312,Automobile (Used) Dealers,Automotive Dealerships and Repair,2,164725,,,,,38,227.119473684211,0,,,,,,,,,,,,,,,,,,0.0,100.0
SYNCID0000009424,other,,,0,0,,,,,29,67.7248275862069,0,,18,6071.58166666667,19,3010.61368421053,,,,,51,1808.82843137255,115,1086.29895652174,2,331.335,36,272.816944444444,0.0,51.5422321810001
SYNCID0000009425,7771,Management Consulting Services,Management Consulting,1,913645,,,,,52,403.329615384615,1,1612.5,,,,,,,,,,,,,,,,,0.0,92.8605078270972
SYNCID0000009426,7771,Management Consulting Services,Management Consulting,1,0,,,,,,,,,,,,,,,,,120,5507.22725,224,2854.65383928571,,,,,0.0,50.8238348720193
SYNCID0000009427,9811,Religious Organizations,Professional and Civic Organizations,2,,,,,,3,270.376666666667,0,,2,627.865,2,96.835,2,1809.6,4,1763.51,18,2178.64722222222,10,12560.344,,,,,0.0,25.2607524852202
SYNCID0000009428,4561,General Freight Trucking Industry,Trucking and Freight,5,0,,,,,31,268.61,0,,,,,,,,,,,,,,,,,,0.0,100.0
SYNCID0000009429,4278,Resilient Flooring and Carpet Work,Construction Trades and Finishing,1,0,0,,1,312.99,1,25.02,0,,3,3443.96,6,423.811666666667,,,,,14,1331.39285714286,1,574.25,2,1645.845,0,,0.876275960154767,90.396744516801
SYNCID0000009430,6351,Garages (General Repairs),Automotive Dealerships and Repair,0,0,,,,,,,,,153,2891.02202614379,118,3829.99949152542,,,,,89,4053.86808988764,284,1016.62612676056,,,,,0.0,52.0229169086454
SYNCID0000009431,7292,"Estate, Trust and Agency Funds",Investment Companies,0,0,,,,,,,,,3,667.06,0,,,,,,,,,,,,,,0.0,100.0
SYNCID0000009432,7721,Computer Services,Management Consulting,,0,,,,,,,,,8,7610.54625,16,10305.81875,,,,,3,368.513333333333,3,317.71,17,611.412352941176,19,505.563157894737,0.0,29.2063960883787
SYNCID0000009433,7215,Holding Companies,Investment Companies,1,0,2,428.505,0,,3,15.98,0,,98,2519.26306122449,75,2047.02226666667,,,,,,,,,,,,,0.213548111554039,61.7445182066952
SYNCID0000009434,6012,Food (Specialty) Stores,Grocery Stores,90,0,,,,,37,278.497027027027,0,,6,484.278333333333,3,18952.3333333333,,,,,3,2149.76666666667,1,949.64,,,,,0.0,25.3780497250407
SYNCID0000009435,7761,Offices of Lawyers and Notaries,Management Consulting,1,0,1,428.1,0,,12,420.0475,0,,7,3213.10714285714,13,1574.57076923077,,,,,7,729.321428571429,6,9162.005,21,665.214285714286,6,810.083333333333,0.336194190664906,36.9375167272512
SYNCID0000009436,6012,Food (Specialty) Stores,Grocery Stores,1,5870,,,,,6,119.443333333333,1,586.95,,,,,,,,,,,,,,,,,0.0,54.9750308757987
SYNCID0000009437,7511,Operators of Residential Buildings and Dwellings,Real Estate Operators,0,1,,,,,77,189.55974025974,0,,109,2050.92935779817,94,1497.77882978723,,,,,12,1821.0025,13,3227.02076923077,,,,,0.0,58.7248290996441
SYNCID0000009438,4999,Other Utility Industries n.e.c.,Storage and Warehousing,1,0,,,,,4,37.675,0,,,,,,,,,,,,,,,,,,0.0,100.0
SYNCID0000009439,7215,Holding Companies,Investment Companies,1,0,,,,,,,,,6,6421.69333333333,8,517.5325,,,,,14,2966.70928571429,14,1688.38642857143,2,295.935,2,1330.875,0.0,72.6006427990075
SYNCID0000009440,4561,General Freight Trucking Industry,Trucking and Freight,1,0,,,,,,,,,8,788.57625,3,70694.9166666667,,,,,,,,,,,,,0.0,2.88864551559626
SYNCID0000009441,9214,Caterers,Restaurants and Bars,3,785657,,,,,50,234.2876,1,2923.03,37,4427.63513513513,23,35803.9160869565,,,,,4,920.78,10,1755.611,1,2040.54,0,,0.0,17.6799922163788
SYNCID0000009442,3099,Other Metal Fabricating Industries n.e.c.,,,0,1,1054.36,1,10588.25,22,309.888181818182,1,393.47,18,2867.46,23,9821.63086956522,,,,,,,,,1,766.69,5,529.29,0.351712956113771,20.0991265052153
SYNCID0000009443,8661,Offices of Chiropractors and Osteopaths,Healthcare Providers,3,0,,,,,,,,,,,,,,,,,1,81.88,1,340.6,,,,,0.0,19.3807990910812
